ID,Corpus,Label,Created_at
94,"Jakarta - Basarnas telah mengevakuasi 52 warga sekitar kawasan Gunung Agung yang sempat menolak dievakuasi ke pengungsian. Kini mereka telah berada di pengungsian. ""Hari ini telah mengevakuasi 52 orang dari kawasan rawan bencana (KRB) II dan III,"" kata Direktur Operasional dan Latihan Basarnas Brigjen TNI (Mar) Ivan Ahmad Rizki Titus, Selasa (28/11/2017). Ivan memaparkan hal tersebut di hadapan Menko Kemaritiman Luhut Binsar Pandjaitan melalui video conference di ruang Command Center Kemenhub, Jalan Medan Merdeka Barat, Jakarta Pusat.Ia menambahkan, saat ini 52 warga itu sudah diungsikan ke pos yang ditentukan. Sebagai langkah antisipasi proses evakuasi, Basarnas juga menyiapkan kendaraan dan baju tahan api. Saat ini sudah ada 200 anggota Basarnas yang bersiaga di Kecamatan Rendang, Karangasem, Bali. Selain di Denpasar, Ivan akan mengerahkan anggotanya dari kantor SAR Mataram untuk memperkuat di kawasan Kecamatan Rendang. Sebelumnya, Gubernur Bali I Made Mangku Pastika mengatakan saat ini ribuan warganya mengungsi terkait erupsi Gunung Agung. Dia pun berbicara soal berbagai kebutuhan di lokasi. ""Kalau pengungsi sampai 70 ribu orang, kami memerlukan dukungan logistik beras 25 ton per hari, uang lauk-pauk Rp 10 ribu per kepala per hari. Kalau 70 ribu orang, berarti Rp 700 juta per hari,"" ujar Pastika. ",1,2018-02-02 05:17:43.419273+00:00
95,"Karangasem - TNI AD di bawah pasukan Kodim 1623 Karangasem menyisir lokasi wilayah rawan bencana erupsi tertinggi di kawasan sekitar Gunung Agung. Penyisiran ini dilakukan menyusul laporan Pusat Vulkanologi Mitigasi Bencana Geologi (PVMBG) bahwa terjadi tremor pada pukul 13.20 Wita. ""Kondisi memang saat ini mengkhawatirkan. Akhirnya kita lakukan penyisiran di zona merah. Mereka diharapkan langsung mengungsi,"" ujar Komandan Kodim 1623 Karangasem Letkol (Inf) Benny Rahadian kepada detikcom, di Posko Siaga Darurat Erupsi Gunung Agung, Tanah Ampo, Karangasem, Bali, Selasa (28/11/2017). Menurut Benny, penyisiran dilakukan hingga pukul 18.00 Wita. Pasukan kemudian ditarik lantaran kondisi cuaca yang tidak memungkinkan. ""Kondisi hujan dan semakin gelap. Makanya kita tarik demi keselamatan personel kami,"" ujarnya. Diakui Benny, hingga saat ini diprediksi masih banyak warga yang bertahan di zona merah. Kebanyakan warga di sekitar zona merah tersebut bertahan karena enggan meninggalkan rumah dan ternaknya. ""Sudah meningkat untuk pengungsi manusia. Ada saja yang bandel tidak mau turun. Mereka masih memikirkan rumah dan ternak hewan mereka,"" tambah Benny. Data terakhir dari Satgas Siaga Darurat Erupsi Gunung Agung hingga pukul 17.00 Wita, tercatat 29.023 penduduk mengungsi di zona aman. Para pengungsi yang diwajibkan keluar tersebut berada di lokasi zona 8-10 kilometer dari puncak gunung. ""Makanya saya tidak akan bisa tidur nyenyak jika belum 50 ribu orang turun untuk mengungsi. Karena prediksi kami masih ada banyak orang yang belum mengungsi,"" tambahnya. ",0,2018-02-02 05:17:51.675509+00:00
96,"Jakarta - Menteri Perindustrian Airlangga Hartarto telah meminta izin dan mengaku dibolehkan oleh Presiden Jokowi untuk jadi calon Ketum Golkar. Sekretaris Kabinet Pramono Anung lalu menegaskan pemerintah tak akan mengintervensi urusan Golkar.""Presiden dan kami semua pemerintah sangat menghargai apa pun yang nanti diputuskan Golkar. Jadi kita tidak akan mengintervensi itu,"" kata Pramono di Istana Bogor, Kota Bogor, Jawa Barat, Selasa (28/11/2017). Wacana Musyawarah Nasional Luar Biasa (Munaslub) Golkar menguat menyusul ketua umum mereka, Setya Novanto, ditahan KPK. Ada kemungkinan munaslub itu digelar pada Desember 2017. Airlangga Hartarto disebut-sebut sebagai calon kuat untuk menjadi Ketum Golkar. Bahkan sampai ada opsi aklamasi untuk Airlangga. Sebelumnya, Airlangga menyatakan telah mendapat izin dari Jokowi. Namun dia tak menyebutkan apakah pencalonan ini akan berkaitan dengan posisinya sebagai menteri. ""Saya minta izin dibolehkan untuk ikut, karena saya kan pembantu beliau. Jadi saya minta izin. Harus lebih baik,"" kata Airlangga di Hotel Borobudur, Sawah Besar, Jakarta Pusat, Senin (27/11). ",0,2018-02-02 05:18:00.026145+00:00
97,"Jakarta - Kuasa hukum Ahmad Dhani, Ali Lubis, menilai cuitan kliennya di Twitter merupakan bagian dari kebebasan berpendapat. Ali mengatakan Dhani seharusnya mendapat perlindungan dalam menggunakan haknya tersebut. ""Seharusnya beliau (Ahmad Dhani) mendapat perlindungan dalam menggunakan hak kebebasan berpendapat sesuai dengan konstitusi RI,"" kata Ali dalam keterangannya, Selasa (28/11/2017). Ali juga menjelaskan cuitan Dhani di Twitter itu belum memenuhi unsur pidana seperti yang disangkakan oleh polisi. Sebab, menurut Ali, cuitan itu tak menyebut suku, ras, agama, dan antargolongan. ""Berdasarkan hasil kajian hukum kami, ternyata isi dari tweet tersebut masih bersifat normatif dan belum memenuhi unsur pelanggaran/pidana sesuai dengan UU ITE Pasal 28 ayat 2, karena isi tweet tersebut tidak menyebut suku ras, agama, dan antargolongan, terlebih nama seseorang,"" jelasnya. Karena itu, Ali menuturkan, pihaknya akan menyiapkan sejumlah langkah hukum untuk membebaskan Dhani dari sangkaan kasus ujaran kebencian tersebut. ""Terkait pembelaan hukum, kami akan maksimal dalam melakukan pembelaan. Sebab, kami bukan hanya untuk melindungi Ahmad Dhani, akan tetapi juga dalam konteks luas, yakni menyelamatkan demokrasi Indonesia,"" tuturnya. Polres Jakarta Selatan sebelumnya menetapkan Ahmad Dhani sebagai tersangka dalam kasus ujaran kebencian lewat cuitan sarkastis. Penetapan status tersangka ini dilakukan setelah penyidik melakukan gelar perkara pada 23 November. Polisi juga berencana memeriksa Dhani pada Kamis (30/11). Ini pertama kalinya Dhani diperiksa sebagai tersangka. ""Kita sudah kirim surat panggilan untuk hari Kamis,"" ujar Kapolres Jaksel Kombes Iwan Kurniawan saat dihubungi detikcom, Selasa (28/11/2017). ",1,2018-02-02 05:18:08.289170+00:00
98,"Jakarta - Wakil Gubernur DKI Jakarta Sandiaga Uno sudah meminta Kepala Badan Pengelola Keuangan Daerah (BPKD) Michael Rolandi mengatur pertemuan dengan Badan Pemeriksa Keuangan. Pertemuan itu akan digelar untuk membahas aset Pemprov DKI Jakarta senilai Rp 10 triliun yang tak jelas asal-muasalnya. ""Jadi memang harus duduk sama-sama dengan BPK. Saya sudah perintahkan Pak Michael sih mengatur pertemuan,"" kata Sandiaga saat dihubungi detikcom, Selasa (28/11/2017). Sandiaga mengatakan beberapa aset yang dinyatakan oleh BPK bermasalah itu berasal dari pengembang reklamasi Pantai Utara Jakarta. Aset yang dimaksud merupakan tambahan kontribusi pengembang. Wagub yang diusung Partai Gerindra dan PKS itu meyakini ada perbedaan persepsi antara Pemprov DKI dan BPK. Karena itu, Sandiaga mengatakan harus ada diskusi lebih mendalam dengan BPK. ""Jadi jangan sampai diakui menjadi aset oleh BPK tapi belum diakui aset oleh DKI, karena kewajibannya belum timbul. Nah, itu yang harus didudukin antara kami sama BPK untuk memastikan persepsi yang sama tentang klasifikasi aset yang timbul berdasarkan kewajiban pengembang,"" papar Sandiaga. ""Iya, termasuk itu, semua nyampur. Kopi susu itu. Jadi kita mesti sortir satu-satu,"" imbuhnya. BPK memberikan opini wajar dengan pengecualian (WDP) terhadap laporan keuangan Pemprov DKI Jakarta 2016. Salah satu penyebabnya adalah aset-aset yang tidak masuk dalam APBD, termasuk aset dari pengembang reklamasi. ",1,2018-02-02 05:18:17.318479+00:00
99,"Jakarta - Presiden Joko Widodo direncanakan akan menjajal mobil listrik saat peresmian Tol Surabaya-Mojokerto (Sumo) seksi 1B, II, dan III. Mobil listrik yang akan dijajal Jokowi merupakan karya mahasiswa Insitut Teknologi Sepuluh Nopember (ITS) Surabaya. Meski Presiden Jokowi hanya mengungkapkan keinginannya menjajal mobil listrik, namun setidaknya ada lima produk dari Pusat Unggulan Iptek Sistem dan Kontrol Otomotif (PUI SKO) ITS yang akan diperlihatkan pada peresmian tol Sumo nanti. Produk-produk tersebut adalah satu unit mobil listrik Ezzy II, satu unit supercar Lowo Ireng, dua unit motor listrik Gesits, serta satu unit bus bertenaga surya dan listrik.""Presiden Jokowi rencananya akan menjajal naik mobil listrik Ezzy II ini saat peresmian Tol Sumo besok,"" tutur Dr Muhammad Nur Yuniarto ST, Direktur PUI SKO ITS dalam rilis yang diterima detikcom, Senin (18/12/2017). Mobil listrik Ezzy II sendiri merupakan generasi kedua pengembangan dari mobil listrik Ezzy I yang telah dirintis terlebih pada tahun 2013 lalu. Mobil listrik Ezzy II memiliki spesifikasi yang jauh lebih baik dari generasi sebelumnya. Mobil listrik Ezzy II menggunakan tenaga baterai sebesar 20 kWh dengan kemampuan jarak tempuh 130 km. Selain itu, mobil ini bisa melaju dengan kecepatan maksimum 180 km per jam dengan pendistribusian berat yang jauh lebih stabil. Sejumlah persiapan pun telah dilalui tim dari PUI SKO ITS untuk memberikan performansi terbaik untuk bisa dijajal presiden nantinya. ""Mobil dan motor yang akan ditunjukkan ke Pak Presiden ini telah diuji coba selama dua malam terakhir ini dan sekarang telah siap untuk digunakan saat peresmian Tol Sumo,"" jelas Ayuning Fitri Desanti, salah satu teknisi mobil listrik ITS. Selain dilakukan pengecekan mesin dan uji coba kelayakan jalan, kendaraan-kendaraan tersebut juga harus dibersihkan lebih dahulu. Teknisi juga mengisi ulang energinya hingga penuh agar terlihat prima saat ditunjukkan di hadapan Jokowi. Dengan adanya ketertarikan Presiden Jokowi melihat dan menjajal langsung mobil listrik produk ITS, Nur mengatakan pihaknya ingin melihat seberapa besar keseriusan pemerintah nantinya dalam mengembangkan mobil listrik karya anak bangsa ke depannya. Pasalnya, sejauh ini baru motor listrik Gesits yang sudah mulai menemukan titik terang rencana produksi massal. Sementara mobil listrik belum mendapat perhatian yang serius. ""Lewat kesempatan ini, kami ingin melihat keseriusan pemerintah dalam mengembangkan mobil listrik di Indonesia,"" ujar alumnus doctoral dari The University of Manchester Institute of Science and Technology (UMIST), England ini.",0,2018-02-02 05:18:27.597393+00:00
100,"Jakarta - Ketua Dewan Pembina Golkar Aburizal Bakrie (Ical) melontarkan pujian terhadap partainya. Menurutnya, Golkar adalah partai solid meski sempat bergejolak. ""Golkar tuh paling hebatlah. Mau ribut-ribut nanti juga bersatu lagi. Itu namanya Golkar,"" ujar Ical di JCC Senayan, Jakarta, Senin (18/12/2017). Ical memaparkan filosofi Golkar yang berlogo pohon beringin. Ia menilai Golkar tetap kokoh sampai saat ini dan solid mendukung Airlangga Hartarto sebagai ketum. ""Akarnya kuat ke bawah. Begitu angin tertiup, ada beberapa helai daun jatuh, pohonnya tetap kokoh,"" terang Ical. Presiden Joko Widodo (Jokowi) sebelumnya menyebut Golkar harus solid. Jokowi mengatakan masih banyak pembangunan negeri yang perlu dilakukan bersama-sama. ""Masih banyak pekerjaan yang perlu kita lakukan bersama-sama, berkarya untuk mewujudkan Indonesia-sentris. Oleh karena itu, Partai Golkar harus solid, harus utuh,"" ucap Jokowi dalam sambutannya di Munaslub Golkar.",0,2018-02-02 05:18:39.196398+00:00
101,"Jakarta - KPK menyebut ada efisiensi tata kelola kelistrikan yang belum diterapkan PLN. Ada 5 poin yang disampaikan KPK kepada Direktur Utama PT PLN Sofyan Basir dan harus segera ditindaklanjuti. ""Dalam kajian ini, KPK memaparkan 5 poin analisis: minimnya kendali dalam penyediaan energi primer jangka panjang, kurangnya integritas perencanaan kapasitas listrik menimbulkan inefisiensi. Belum seragamnya tata kelola di masing-masing regional, belum optimalnya pengelolaan pembangkit existing, dan pengelolaan suplai yang tidak sesuai optimasi akibat dari ketidakselarasan penyelesaian proyek pembangkit dan transmisi,"" ujar Kabiro Humas KPK Febri Diansyah kepada wartawan, Senin (18/12/2017). Menurut Febri, KPK serius menangani kajian ini. Hal ini ditunjukkan dengan kehadiran 5 pimpinan KPK ikut dalam paparan kepada Sofyan dan jajaran PLN dari beberapa regional. Kajian itu harus ditanggapi PLN dengan perbaikan. Misalnya, proaktif mengamankan suplai energi menggunakan skema pembelian energi primer terkendali. PLN juga diminta merevisi kontrak jual-beli listrik dan memperbaiki model kontrak Take or Pay (TOP). ""Untuk menyeragamkan tata kelola, PLN direkomendasikan untuk menerapkan satu best practice di suatu regional untuk diterapkan di seluruh regional,"" sambung dia. Terakhir, beberapa aspek juga disebut Febri perlu diperbaiki pengelolaannya, antara lain audit pembangkit, monitoring proyek, mitigasi fraud dalam proyek, dan Better Operation & Maintenance (O&M) Practice. Hasil rekomendasi ini akan dipantau terus oleh KPK. Nantinya progres perbaikan akan diminta lewat laporan berkala dari PLN. ""Untuk tindak lanjut, PLN diminta menyampaikan rencana aksi kepada KPK paling lambat pekan kedua Januari 2018. Penyampaian kemudian harus disertai dengan penyampaian pelaksanaan rencana aksi secara berkala setiap 3 bulan beserta kendala yang dihadapi dan rencana aksi berikutnya,"" terang Febri.",0,2018-02-02 05:18:47.119592+00:00
102,"Jakarta - Ada kejadian menarik saat pembukaan Munaslub Golkar malam ini. Ketua DPD I Golkar Sultra Ridwan Bae sempat tak diperbolehkan masuk ke arena munaslub oleh Paspampres. Mengapa? ""Iya, saya sempat tak boleh masuk karena tak punya ID. Tapi akhirnya boleh dan lolos,"" ujar Ridwan setelah menghadiri munaslub di JCC Senayan, Jakarta, Senin (18/12/2017). Untuk masuk ke arena munaslub, memang diharuskan memiliki kartu pengenal khusus. Apalagi pembukaan munaslub dihadiri Presiden Joko Widodo dan pengamanannya diperketat oleh Paspampres. Lantas, bagaimana akhirnya Ridwan bisa masuk ke arena munaslub? ""Saya masuk ditanyakan sama Paspampres. Sesudah ditanyakan, ya sudah, tapi setelah saya nego, kami dari Sultra laporkan, ya sudah melipir ke kanan dan masuk,"" jawab Ridwan. Ridwan menghormati hal tersebut karena merupakan standar protokoler kepresidenan. Ia mengaku kartu identitasnya belum tercetak. ""ID itu belum terekam saya punya. Jadi belum dibuatkan gitu,"" ungkap Ridwan. ",1,2018-02-02 05:18:55.543692+00:00
103,"Jakarta - Badan Narkotika Nasional (BNN) menengarai laboratorium sabu liquid di Diskotek MG Club Internasional sudah berlangsung tahunan. Bagaimana modus operandi penjualan sabu liquid di diskotek tersebut? Deputi Penindakan BNN Arman Depari menjelaskan pembeli sabu liquid di diskotek tersebut haruslah terdaftar sebagai member. ""Pembeli adalah tamu diskotek yang memiliki kartu anggota yang berlaku enam bulan. Setiap pembuatan kartu dan perpanjangan harus membayar Rp 600 ribu,"" kata Arman dalam keterangannya kepada detikcom, Senin (18/12/2017). Arman mengatakan setiap pengunjung yang ingin membeli sabu liquid di diskotek tersebut harus memperlihatkan kartu keanggotaan kepada kapten. Selanjutnya, kapten akan meminta kurir menyiapkan sabu liquid tersebut. ""Selanjutnya kurir mengontak penghubung dan penghubung meminta narkoba ke lantai 4 yang menjadi tempat penyimpanan dan produksi,"" lanjutnya. Nantinya, penghubung akan menyerahkan pesanan tersebut kepada kurir serta meminta uang sesuai harga. Selanjutnya, kurir menyerahkan barang tersebut kepada tamu/pembeli. ""Dia jual harga Rp 400 ribu per botol,"" ujar Arman. Dalam kasus ini, BNN menetapkan lima tersangka. Kelimanya adalah FD yang berperan sebagai kapten, DM berperan sebagai penghubung dan WA selaku pengawas. Sedangkan tersangka FER berperan sebagai penyedia dan MK sebagai kurir. ",0,2018-02-02 05:19:05.102643+00:00
104,"Jakarta - Badan Narkotika Nasional (BNN) menetapkan lima orang tersangka terkait laboratorium sabu liquid di Diskotek MG Club Internasional. Kelima tersangka memiliki peran berbeda mulai dari kapten hingga kurir. ""Lima orang telah ditetapkan sebagai tersangka yaitu FD, DM, WA, FER dan MK,"" kata Deputi Penindakan BNN Irjen Arman Depari dalam keterangannya kepada detikcom, Senin (18/12/2017). Arman menjelaskan, FD berperan sebagai kapten, sedangkan DM berperan sebagai penghubung dan WA selaku pengawas. Sementara itu, tersangka FER berperan sebagai penyedia dan MK sebagai kurir. ""Mereka sudah ditahan,"" imbuh Arman. BNN menggerebek MG Club Internasional yang terletak di Jl Tubagus Angke, Kelurahan Wijaya Kusuma, Jakarta Barat, Minggu (17/12) dini hari. Di lokasi tersebut, petugas menemukan laboratorium untuk membuat ekstasi dan sabu yang berada di lantai 2 dan 4. ""Mereka menjual sabu liquid Rp 400 ribu per botol,"" sambung Arman. Penggerebekan dilakukan saat diskotek ramai pengunjung. Arman menyebut, total ada 120 orang pengunjung yang urinenya positif mengandung narkotika.",1,2018-02-02 05:19:14.338165+00:00
105,"Jakarta - Gerak-gerik hingga ucapan Presiden Joko Widodo saat menghadiri pembukaan Munaslub Golkar malam ini sungguh menarik untuk diikuti tiap detailnya. Salah satunya saat Jokowi memilih berdiri di kala Golkar menyanyikan himne partai dan membacakan ikrar mereka. Bertempat di JCC Senayan, Jakarta, Senin (18/12/2017), Jokowi menghadiri Munaslub Golkar dengan memakai batik cokelat. Awalnya para peserta Munalsub, termasuk Jokowi, diminta berdiri untuk menyanyikan lagu 'Indonesia Raya'. 'Indonesia Raya' terdengar mantap dinyanyikan seluruh peserta munaslub dan undangan. Orang nomor 1 di Indonesia itu terlihat menyanyikan lirik lagu kebangsaan RI itu. Setelah 'Indonesia Raya' dikumandangkan, pembawa acara meminta para peserta munaslub yang bukan kader Golkar duduk. Saat itu himne Golkar hendak dilantunkan. Beberapa undangan yang bukan kader Golkar terlihat duduk kembali di kursi masing-masing. Namun tidak dengan Jokowi. Presiden masih terus berdiri. Tak hanya Jokowi, tamu undangan yang berdiri saat himne Golkar dinyanyikan. Ketum PDIP Megawati Soekarnoputri juga melakukan hal serupa. Meski berdiri, Jokowi tak menyanyikan himne Golkar tersebut. Di saat Golkar membacakan ikrar, Jokowi juga tetap mantap berdiri. Sikap Jokowi itu mendapat perhatian besar dari pengurus Golkar. Ketua Harian Golkar Nurdin Halid bahkan memuji-muji Jokowi. Setelah seluruh prosesi nyanyi dan ikrar tersebut, Nurdin meminta seluruh peserta munaslub bertepuk tangan untuk mantan Gubernur DKI Jakarta ini. ""Mari kita memberi applause kepada Bapak Presiden,"" ujar Nurdin. ""Kenapa tepuk tangan? Ketika ikrar dan himne Golkar, beliau tidak duduk. Itu toleransi dan kecintaan terhadap Partai Golkar,"" ucap Nurdin disambut tepuk tangan seluruh peserta munaslub. Dalam beberapa kali kesempatan, peserta Munaslub Golkar juga tampak bertepuk tangan untuk Jokowi. Bahkan saat tiba di lokasi munaslub, Jokowi sudah disambut dengan tepuk tangan. Ketika Jokowi memberi sambutan, lagi-lagi para peserta munaslub beberapa kali bertepuk tangan. Para kader Golkar tampak semangat akan kehadiran Presiden.",1,2018-02-02 05:19:24.958100+00:00
106,"Jakarta - Pemprov DKI Jakarta mengakomodasi layanan transportasi online dalam penataan kawasan Tanah Abang, Jakarta Pusat. Pemprov akan menyediakan shelter ojek online saat menaik-turunkan penumpang. ""Kita harus adakan shelter-shelter khusus dan spot khusus,"" kata Wakil Gubernur DKI Jakarta Sandiaga Uno, di Balai Kota, Jalan Medan Merdeka Selatan, Jakarta Pusat, Senin (18/12/2017). Penyediaan shelter menurut Sandiaga dilakukan karena banyaknya pengguna transportasi umum yang juga menggunakan layanan transportasi online. Integrasi antara transportasi online dengan moda transportasi umum lainnya harus berjalan. ""Jadi dengan Transjakarta dengan LRT, nanti dengan kereta api itu yang harus kita pikirkan sekarang,"" ujarnya. Sandiaga mengatakan pengakomodasian transportasi online tersebut juga merupakan bagian dari solusi penataan Tanah Abang. Tak hanya akan diterapkan di Tanah Abang, penataan terhadap transportasi online tersebut juga akan dilakukan di wilayah lain. ""Di mana masalah daripada biasanya kalau dari transportasi adalah ojek online ada ojek pangkalan ada PKL ada angkot. Nah ini kita ingin semuanya ikut rembug, ikut urun rembug untuk mencarikan solusinya,"" ujarnya.",0,2018-02-02 05:19:38.684627+00:00
107,"Jakarta - Pemprov DKI mencabut izin diskotek MG International Club di Jalan Tubagus Angke Blok W No 16, Jakarta Barat, hari ini. Hal tersebut didasari tindak lanjut investigasi tim gabungan Polri, BNN, dan Dinas Pariwisata DKI. ""Dengan ini disampaikan bahwa tanda daftar usaha pariwisata bar, musik hidup, diskotek MG International Club melanggar izin yang diberikan dan melanggar peraturan yang berlaku,"" demikian dikutip dari surat Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPMPTSP) Pemprov DKI yang beredar, Senin (18/12/2017). Dalam surat tersebut, diskotek MG International Club melanggar empat peraturan, yakni Perda Nomor 12 Tahun 2013 tentang pelayanan terpadu satu pintu, Perda Nomor 6 Tahun 2015 tentang kepariwisataan, Pergub Nomor 133 Tahun 2012 tentang pendaftaran usaha pariwisata, serta SK Dinas Pariwisata dan Kebudayaan DKI Nomor 5504/1.1.858.2 tertanggal 18 Desember 2017 tentang usulan pencabutan TDUP MG bar, musik hidup, dan diskotek. ""Atas hal tersebut, maka tanda daftar usaha pariwisata MG Club International dicabut dan tidak boleh melakukan operasional terhitung sejak tanggal surat ini,"" imbuh kutipan surat tersebut yang ditandatangani Kepala DPMPTSP DKI Edi Junaedi. Kepala Seksi Komunikasi dan Informasi DPMPTSP DKI Rinaldi membenarkan surat tersebut sudah dikeluarkan oleh pihaknya. ""Iya benar,"" kata Rinaldi saat dimintai konfirmasi detikcom. Dalam kasus diskotek MG yang dijadikan pabrik sabu, BNN menetapkan 5 orang sebagai tersangka. Kelima tersangka adalah Wa (43), Fer (23), DW (40), Mis (45), dan Fad (40). Deputi Penindakan BNN Irjen Arman Depari menegaskan pihaknya sudah menahan kelima tersangka. ""Sudah (ditahan),"" imbuh Arman kepada detikcom, Senin (18/12). ",0,2018-02-02 05:19:46.329705+00:00
108,"Jakarta - Ketua Dewan Pembina Golkar Aburizal Bakrie (Ical) punya pandangan berbeda soal masa jabatan Airlangga Hartarto sebagai ketum. Ical menyebut Airlangga hanya menjabat sampai 2019. ""Pokoknya kalau sekarang sampai 2019,"" ujar Ical di JCC Senayan, Jakarta, Senin (18/12/2017). Airlangga mengisi jabatan yang ditinggalkan Setya Novanto. Ical menolak berandai-andai Airlangga bisa memimpin Golkar sampai 5 tahun ke depan alias hingga 2022. ""Semua bisa kalau mau,"" ucap eks Ketum Golkar ini. Ical juga menolak bicara soal kabar dirinya mendukung caketum lain pada pleno DPP yang akhirnya memutuskan Airlangga menjadi ketum. Ical hanya menegaskan dirinya tidak berpihak. ""Itu yang saya bilang. Yang bilang saya ke tempat lain kan Anda. Saya sebagai ketua dewan pembina selalu mengatakan semua kader adalah kader yang dulu di bawah kepengurusan saya. Bekerja. Saya jadi tidak berpihak,"" kata Ical. Berbeda dari Ical, Wakil Ketua Dewan Kehormatan Golkar Akbar Tandjung meminta pengurus DPP Golkar menetapkan masa kepemimpinan Airlangga Hartarto hingga 2022. ""Mau melakukan perubahan dan perbaikan dengan tema baru, yaitu 'Golkar Bersih, Golkar Jaya, Golkar Menang'. Nah untuk itu, perlu waktu dan persiapan yang matang,"" ujar Akbar terpisah. ""Karena itu, persiapan matang itu butuh waktu. Tentu 2 tahun singkat. Maka yang cocok ya 5 tahun,"" imbuh Akbar.",0,2018-02-02 05:19:54.846359+00:00
109,"Jakarta - Polisi menahan 8 dari 12 terduga teroris yang diamankan aparat Densus 88 Antiteror di beberapa wilayah di Sumatera Selatan. Mereka ditetapkan sebagai tersangka. ""Dari 12 terduga teroris yang ditangkap di Sumatera Selatan, 8 di antaranya ditetapkan sebagai tersangka dan sudah ditahan di Rutan Mako Brimob, Depok, Jawa Barat,"" terang Kadiv Humas Polri, Irjen Setyo Wasisto, di gedung Divisi Humas Polri, Jl Trunojoyo, Kebayoran Baru, Jakarta Selatan, Senin (18/12/2017). Mereka yang ditahan antara lain berinisial AK (29), I alias AH (44), S alias AJ (38), S alias AS (40), S (38), Z (36), B (55), dan SW (24). Sementara 4 terduga teroris lainnya dibebaskan dan dipulangkan ke rumah masing-masing. ""Sedangkan empat tersangka yang lain dikembalikan kepada keluarga masing-masing karena tidak cukup bukti,"" ujar Setyo. Keempatnya berinsial JS (15), I (37), Z (45) dan AM alias M (55). 12 terduga teroris ini terjaring dalam upaya preemtive strike (pencegahan) Polri. Upaya tersebut dilakukan dalam rangka pengamanan Hari Natal 2017 dan Tahun Baru 2018. Sebelumnya Mabes Polri merilis identitas 12 terduga teroris serta dugaan keterlibatan mereka pada Selasa (12/12). Berikut 12 terduga teroris yang diamankan di Sumatera Selatan: 1. Abdul Kadir alias Yazid alias Abu Ibrahim. Penangkapan di Semambu, Indralaya, Kab. Ogan Ilir, Sumatera Selatan, pada pukul 05.30 WIB. Keterlibatan: - Anggota Kelompok JAK yang ikut pelatihan di Bukit Gemah Kampar, Riau. - Perencanaan serangan di Riau - Ikut latihan menembak dengan kelompok JAK di Jambi dan masuk dalam DPO. 2. Imron alias Abu Hasan. Penangkapan di Kramat Raya, Perum Graha Elok Persada, Talang Kramat, Kab Banyuasin, Sumatera Selatan, pada pukul 08.00 WIB. Keterlibatan: - Anggota Kelompok JAK, ikut pelatihan di Bukit Gemah Kampar, Riau. - Mengetahui rencana serangan di Riau. - Membantu menyembunyikan DPO. 3. Suwarto alias Abu Jafar alias Fajar. Penangkapan di Jalan Desa Lecah Lubai Ulu Kabupaten Muara Enim, Sumatera Selatan, sekitar pukul 10.20 WIB. Keterlibatan: - Anggota Kelompok JAK, ikut pelatihan di Bukit Gemah Kampar, Riau. - Mengetahui rencana serangan di Riau. - Membantu menyembunyikan DPO. 4. Sugianto alias Abu Faris. Keterlibatan: - Anggota Kelompok JAK, ikut pelatihan di Bukit Gemah Kampar-Riau. - Ikut kajian-kajian bersama sama dengan Solihin, Abu Jafar, Abu Hasan, dan Abu Alana. - Menyembunyikan informasi tentang DPO. 5. Solihin. Penangkapan di rumah pengajian miliknya di Jalan SP 1 Trans Barito Desa Lecah Lubai Ulu, Kab. Muara Enim, Sumatera Selatan, sekitar pukul 15.30 WIB. Keterlibatan: - Menyembunyikan DPO Abdul Kadir alias Yazid alias Abu Ibrahim alias Abu Alana alias Sunardi. - Mengetahui tentang perencanaan penyerangan Mapolres Baturaja dan mengarahkan untuk melakukan penyerangan Kantor Brimob di Jakarta/Depok. - Menyiapkan sarana latihan fisik dan latihan memanah bagi para jemaahnya untuk persiapan penyerangan. - Menggerakkan dan mempublikasikan kepada para pendukung Daullah di Indonesia untuk bergabung membuat komplek/pemukiman/kamp khusus di SP 1 Trans Barito Lubai-Muara Enim. 6. Zulkarnain alias Zul als Zengki. Keterlibatan: - Mengetahui tentang DPO yang ada di kediaman Solihin. - Mengetahui tentang rencana penyerangan ke Mako Brimob Kelapa Dua. - Ikut menyiapkan fisik dan mental jemaah yang siap melakukan penyerangan. 7. Jafar Saputra alias Fajar. Keterlibatan: - Mengetahui keberadaan DPO di kediamannya Solihin. - Mengetahui tentang rencana penyerangan Mapolres Baturaja dan Mako Brimob Kelapa Dua Depok. - Persiapan untuk ikut melakukan penyerangan. 8. Budiman Keterlibatan: - Mengetahui keberadaan DPO di kediaman Solihin. - Aktif mengikuti pengajian di tempat Solihin. - Pendukung Daullah/ISIS. 9. Irfai Keterlibatan: - Aktif pengajian di tempat Solihin. - Pendukung Daullah/ISIS. 10. Zakri Keterlibatan: - Aktif pengajian di tempat Solihin. - Pendukung Daullah/ISIS 11. Abdul Majid alias Majid Keterlibatan: - Aktif pengajian di tempat Solihin. - Pendukung Daullah/ISIS. 12. Slamet Widodo alias Slamet Keterlibatan: - Aktif pengajian di tempat Solihin - Pendukung Daullah/ISIS. ",0,2018-02-02 05:20:04.055983+00:00
